order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
1889013,8237,49,3,14,8
788517,8237,50,6,9,10
1402779,8237,51,5,19,6
273848,8237,52,2,17,11
1829548,8237,53,4,17,2
1447242,8237,54,1,17,4
1739006,8237,55,1,14,7
2708755,8237,56,1,17,7
373854,8237,57,4,9,3
622080,8237,58,3,20,6
1496507,8237,59,0,14,11
1983397,8237,60,4,16,4
1135057,8237,61,1,19,11
1241711,8237,62,2,19,8
707537,8237,63,3,13,8
2771432,8237,64,5,14,9
1466997,8237,65,1,12,10
430435,8237,66,3,17,9
2461320,8283,1,1,20,
627846,8283,2,1,20,14
225533,8283,3,0,20,13
1873615,8283,4,1,17,15
2845152,8283,5,2,21,15
2364549,8283,6,4,21,16
371735,8283,7,2,20,5
1729797,8283,8,5,20,10
1985018,8283,9,5,20,14
2514624,8283,10,6,17,30
1919525,8283,11,1,18,9
1563473,8283,12,4,14,10
720684,8283,13,6,18,23
259649,8283,14,6,20,21
3167976,8283,15,1,21,30
132553,8283,16,1,21,30
275445,8283,17,1,18,30
1426198,8321,1,1,16,
417546,8321,2,3,23,30
2622672,8321,3,1,13,26
1056170,8321,4,0,15,20
158085,8321,5,0,16,30
2981341,8321,6,0,16,30
1590006,8343,1,6,6,
1010984,8343,2,3,9,18
3313278,8343,3,6,6,30
2297006,8343,4,4,7,30
118374,8343,5,3,8,13
1999795,8343,6,3,13,0
397111,8375,1,2,0,
273880,8375,2,0,12,12
2490987,8375,3,0,1,7
2198820,8375,4,2,15,9
2348267,8375,5,6,10,11
1200682,8375,6,0,11,30
2864934,8386,1,2,20,
1670331,8386,2,6,10,11
610640,8386,3,0,13,8
2346585,8386,4,3,15,30
2534516,8403,1,6,16,
2209053,8403,2,0,13,8
3147685,8403,3,2,5,30
1953195,8403,4,6,12,11
577859,8403,5,2,2,10
2651476,8403,6,3,18,15
1511610,8403,7,1,6,12
40267,8403,8,3,5,16
2920710,8403,9,6,20,10
2692424,8403,10,5,18,13
1500753,8403,11,1,21,3
2770632,8403,12,2,5,8
3012503,8403,13,2,6,0
196457,8403,14,3,15,8
1299056,8403,15,6,5,10
954031,8410,1,5,15,
730162,8410,2,5,17,14
2835590,8410,3,5,20,0
1297890,8410,4,5,12,7
816297,8410,5,3,15,5
1940677,8410,6,5,17,2
1138954,8410,7,3,16,12
109225,8410,8,2,15,20
2656784,8475,1,1,15,
3056092,8475,2,1,14,30
113279,8475,3,3,19,16
141011,8475,4,3,15,14
1762941,8475,5,2,15,6
1436515,8475,6,0,1,30
2618960,8475,7,3,17,30
1698021,8475,8,1,11,12
2268149,8475,9,1,14,14
152697,8475,10,4,16,30
2699455,8475,11,3,17,6
238268,8475,12,0,15,30
2930735,8475,13,5,14,26
722643,8475,14,2,14,4
3125981,8475,15,2,14,7
790846,8515,1,1,17,
1289586,8515,2,4,18,30
1427782,8515,3,0,18,10
2005055,8515,4,0,17,30
1489760,8522,1,3,19,
365973,8522,2,3,18,14
2559345,8522,3,2,17,27
2787112,8522,4,3,13,30
3241570,8595,1,4,13,
1053120,8595,2,3,11,20
1241605,8595,3,2,15,30
77192,8595,4,0,11,5
3215712,8595,5,5,13,30
1024040,8595,6,6,14,1
1418857,8595,7,4,15,30
3249189,8621,1,5,10,
2622174,8621,2,0,14,9
1127127,8621,3,0,18,7
2571386,8621,4,0,18,7
2873898,8628,1,2,23,
1456758,8628,2,4,21,30
3216183,8628,3,3,12,20
1937689,8628,4,3,11,30
1935069,8642,1,1,11,
369399,8642,2,0,5,20
649840,8642,3,0,4,7
328412,8642,4,5,6,12
893223,8672,1,6,10,
1004619,8672,2,0,16,8
854392,8672,3,6,14,30
2810880,8672,4,2,10,3
557708,8672,5,0,15,12
349530,8672,6,2,11,9
2171453,8672,7,0,14,5
908131,8672,8,4,20,4
145318,8672,9,4,11,30
1170901,8672,10,2,8,5
1711075,8672,11,5,13,3
3010610,8672,12,5,13,7
3161153,8672,13,3,10,19
3149415,8672,14,5,14,2
3093992,8672,15,0,10,2
930832,8672,16,0,12,7
561428,8672,17,2,12,9
2886541,8672,18,0,12,12
2586557,8672,19,5,9,12
2575441,8672,20,5,11,7
770692,8672,21,2,19,4
1642510,8672,22,3,9,8
2989376,8672,23,1,13,5
3346370,8672,24,4,15,3
2185426,8672,25,4,12,7
339012,8672,26,5,9,8
10710,8672,27,1,13,3
1683931,8672,28,1,13,7
718078,8672,29,6,17,5
2485386,8672,30,5,8,6
3049244,8672,31,5,13,7
1842559,8672,32,4,15,6
2799118,8672,33,1,9,4
3108187,8672,34,5,10,11
140970,8672,35,5,8,7
3378881,8672,36,4,11,6
2138077,8704,1,3,18,
992051,8704,2,6,16,10
2770099,8704,3,5,18,6
2440783,8704,4,6,12,8
2343517,8704,5,0,14,1
1252934,8704,6,5,18,5
2478833,8704,7,5,8,7
614408,8704,8,5,18,30
3402468,8704,9,4,18,6
1518432,8704,10,0,10,3
2942675,8704,11,5,18,12
2273503,8704,12,4,17,20
3219199,8704,13,4,17,30
2769359,8704,14,0,16,24
2600499,8856,1,4,18,
1837595,8856,2,0,10,10
2503633,8856,3,5,19,19
250902,8856,4,0,11,16
457930,8856,5,5,18,30
764835,8856,6,4,18,6
3066591,8856,7,3,17,13
523115,8856,8,6,10,17
775653,8856,9,6,14,14
312481,8856,10,6,12,7
912782,8856,11,0,13,8
32672,8856,12,6,12,6
1408225,8856,13,6,13,7
977468,8856,14,6,15,14
1591496,8856,15,2,9,17
2711278,8856,16,6,17,4
2979293,8856,17,6,15,21
2892046,8856,18,5,14,13
838762,8856,19,4,14,13
2817662,8856,20,1,18,4
3129155,8856,21,0,8,6
67856,8856,22,6,12,6
1168217,8856,23,6,7,7
1146144,8856,24,0,13,8
902423,8856,25,3,16,3
1679657,8856,26,5,16,30
2794241,8889,1,1,10,
1100725,8889,2,1,9,28
2232752,8889,3,1,9,0
2057109,8889,4,1,8,7
111128,8889,5,1,8,28
735275,8889,6,5,14,18
2611040,8889,7,4,13,13
3071196,8889,8,2,13,30
1447152,8906,1,6,18,
2731870,8906,2,1,16,9
2939426,8906,3,6,19,5
3065242,8906,4,0,10,1
990261,8906,5,5,16,5
363463,8906,6,1,18,3
1718614,8906,7,5,18,4
2950751,8906,8,5,14,7
1776137,8906,9,5,17,0
2784025,8906,10,5,12,14
27297,8906,11,5,13,7
3396790,8906,12,3,15,30
1249405,8917,1,5,11,
432763,8917,2,5,15,30
2339906,8917,3,3,10,26
2910684,8917,4,5,17,2
1965976,8917,5,4,17,27
3237469,8917,6,1,20,4
1877054,8917,7,1,15,28
3369261,8956,1,0,7,
765720,8956,2,1,9,8
1350449,8956,3,0,11,6
1787128,8956,4,4,8,11
2976748,8956,5,5,8,1
2375611,8956,6,5,7,7
147872,8956,7,4,12,20
1645392,8998,1,3,12,
2430076,8998,2,0,18,18
2498606,8998,3,3,19,17
2500914,8998,4,0,16,18
1704539,8998,5,2,18,23
263785,8998,6,3,17,8
3299844,8998,7,1,19,19
1701746,8998,8,0,18,13
3273537,8998,9,2,15,16
2577389,8998,10,5,20,3
3256994,8998,11,0,19,9
1843730,8998,12,1,15,1
1921038,8998,13,0,17,13
1450672,8998,14,0,20,14
1758014,8998,15,2,15,9
3089691,8998,16,0,19,5
1555923,8998,17,5,19,19
3171108,8998,18,1,13,10
155757,8998,19,0,18,6
1104811,8998,20,1,20,1
671980,8998,21,1,8,7
899607,8998,22,4,20,17
2979332,9039,1,4,12,
2459205,9039,2,6,15,30
2461570,9039,3,5,21,30
675862,9039,4,6,13,8
2710889,9039,5,6,10,28
2001855,9039,6,6,17,0
985034,9039,7,5,11,20
2369403,9213,1,6,21,
1250382,9213,2,6,21,7
1457274,9213,3,6,21,7
2346399,9213,4,0,15,15
973503,9213,5,6,21,20
2646480,9213,6,6,21,7
3302673,9213,7,6,18,7
2398328,9213,8,6,22,7
3337346,9213,9,0,12,15
2434043,9213,10,6,11,6
3006050,9213,11,6,20,7
2976107,9213,12,6,10,21
1487615,9213,13,0,12,8
1590544,9213,14,6,16,6
1370926,9213,15,1,12,16
1167776,9213,16,6,14,5
1380721,9213,17,6,14,7
2032609,9213,18,6,16,7
3001383,9213,19,1,16,9
2808387,9213,20,6,10,5
1827421,9213,21,3,17,18
524991,9213,22,5,13,2
2731517,9213,23,4,10,6
1230123,9213,24,5,9,1
929774,9213,25,2,10,4
1620123,9213,26,4,14,2
2915536,9213,27,0,17,3
659677,9213,28,6,13,6
2264135,9213,29,1,8,9
528104,9213,30,2,11,1
1724030,9213,31,5,15,3
2652321,9213,32,2,9,4
2381093,9213,33,3,11,1
1344527,9213,34,0,16,4
2881165,9213,35,6,18,6
1133512,9339,1,0,9,
2618578,9339,2,0,17,7
2710231,9339,3,6,18,13
1613258,9339,4,6,16,7
651164,9339,5,6,16,7
1373679,9339,6,0,11,8
1749382,9339,7,0,14,7
2000071,9339,8,6,17,6
2260796,9339,9,0,15,8
1638247,9339,10,6,17,6
6462,9339,11,2,17,3
353129,9339,12,0,12,5
1861017,9339,13,6,14,6
54147,9339,14,2,17,3
2067807,9339,15,5,19,10
806738,9339,16,5,18,7
1300049,9339,17,3,16,19
2639607,9339,18,6,15,3
1028197,9339,19,4,20,5
1023250,9339,20,2,17,12
2981825,9339,21,6,11,4
2062237,9339,22,6,17,30
364071,9398,1,1,10,
1231640,9398,2,5,22,30
58746,9398,3,5,9,30
2213554,9398,4,6,13,30
2065401,9398,5,6,14,0
2284512,9398,6,5,8,13
3001428,9556,1,4,12,
1510979,9556,2,3,11,27
138596,9556,3,5,12,2
2263241,9556,4,1,16,3
1676748,9556,5,2,11,29
1717837,9556,6,3,11,15
2802956,9556,7,3,14,14
1001887,9556,8,3,13,21
1168647,9556,9,5,13,9
2390443,9556,10,2,12,18
1413854,9556,11,4,10,9
2757827,9556,12,4,0,7
2769859,9556,13,2,9,5
2369541,9556,14,1,12,20
963959,9556,15,4,11,10
1491808,9556,16,3,14,6
1405122,9556,17,3,18,14
391654,9556,18,1,11,30
2692819,9556,19,3,22,30
87459,9612,1,4,22,
2132945,9612,2,5,16,29
1893600,9612,3,5,13,30
275646,9612,4,5,16,7
766103,9612,5,1,11,10
1851504,9612,6,5,12,11
2992461,9632,1,0,9,
1097784,9632,2,0,19,21
3253174,9632,3,2,19,16
2228621,9632,4,6,10,11
1969077,9632,5,6,1,14
2479929,9632,6,5,16,20
1346605,9632,7,1,0,30
3298558,9632,8,0,14,6
2491880,9632,9,3,13,10
2141844,9632,10,1,1,19
460380,9632,11,0,17,13
2201897,9632,12,0,19,14
1593744,9632,13,0,17,7
279080,9632,14,5,10,5
3306630,9632,15,5,15,7
632683,9632,16,3,19,5
1080028,9632,17,0,12,11
2733186,9632,18,6,11,13
1629174,9641,1,2,16,
2320390,9641,2,0,14,30
3353757,9641,3,5,20,30
2802383,9641,4,6,17,8
167557,9641,5,6,17,28
1112305,9641,6,4,18,12
241779,9641,7,0,15,10
1069722,9641,8,2,11,30
484414,9641,9,5,11,24
2958985,9641,10,4,12,20
2500464,9641,11,5,17,15
2863289,9641,12,1,18,10
3022194,9641,13,1,10,30
2671484,9641,14,6,18,30
3316043,9661,1,5,9,
1330717,9661,2,5,13,14
2810484,9661,3,1,9,17
3119006,9661,4,3,14,23
1914576,9661,5,4,12,15
1961183,9661,6,5,10,15
2982640,9661,7,4,10,13
2282288,9661,8,4,8,30
2322237,9661,9,1,10,30
1939439,9661,10,1,8,21
1735225,9667,1,5,9,
821010,9667,2,6,12,1
163948,9667,3,1,11,9
896848,9667,4,3,10,2
268386,9667,5,1,9,5
647528,9667,6,6,9,5
733602,9667,7,1,21,2
2124742,9667,8,5,9,4
3181860,9667,9,0,20,2
2908888,9667,10,4,11,4
2926730,9667,11,5,9,1
2269194,9667,12,2,9,4
189460,9667,13,1,9,6
1902676,9667,14,3,9,2
268196,9667,15,4,16,1
116858,9667,16,1,9,4
1939126,9667,17,1,20,0
1474754,9667,18,4,19,3
1262922,9667,19,1,21,4
1469672,9667,20,2,20,1
897602,9667,21,1,9,6
2936776,9667,22,0,13,6
1977979,9667,23,6,12,6
760080,9667,24,0,18,1
134710,9667,25,2,11,2
2707317,9667,26,5,8,3
1758137,9667,27,1,9,3
787039,9667,28,1,10,7
485108,9667,29,0,15,6
303142,9667,30,3,20,10
1199211,9667,31,3,10,7
2691687,9667,32,2,12,6
295981,9667,33,6,10,4
1569456,9667,34,1,13,2
1400365,9667,35,2,10,1
82306,9667,36,3,8,1
2057289,9667,37,1,14,5
3188665,9667,38,3,12,2
3310527,9667,39,6,9,3
2809852,9667,40,1,13,2
1554127,9667,41,3,8,2
3178615,9667,42,4,10,1
1500975,9667,43,5,6,1
1756033,9667,44,1,8,3
2639408,9667,45,1,21,0
2170483,9667,46,3,20,2
805871,9667,47,6,22,3
2865345,9667,48,1,9,2
1102845,9667,49,5,21,4
1268864,9667,50,1,21,3
1856776,9667,51,3,22,2
1051728,9667,52,0,8,4
1802137,9667,53,1,11,1
540437,9667,54,6,20,30
328019,9667,55,6,21,0
1967901,9667,56,5,21,6
658082,9667,57,1,11,3
1482357,9667,58,6,10,5
1506949,9667,59,0,10,1
630405,9667,60,1,21,1
1738847,9667,61,4,15,3
2218648,9667,62,5,22,1
1223661,9667,63,1,19,3
1633660,9667,64,4,9,3
2883590,9667,65,4,13,0
3157872,9667,66,0,0,3
2022815,9667,67,3,12,3
1121507,9667,68,0,14,4
2612833,9667,69,2,15,2
672166,9667,70,2,10,7
1238857,9667,71,4,9,2
2102252,9667,72,0,15,3
765997,9667,73,1,21,1
590750,9667,74,4,14,3
2247758,9667,75,2,12,12
460003,9667,76,4,10,2
1867091,9667,77,4,20,0
1078801,9667,78,0,9,10
3294323,9667,79,1,12,1
1806032,9667,80,3,9,2
113915,9667,81,5,11,2
3336568,9667,82,0,21,2
86993,9667,83,3,21,3
485927,9667,84,5,13,2
1184807,9667,85,1,10,3
1508915,9667,86,5,16,4
2626073,9667,87,2,10,4
3096822,9667,88,4,20,2
591675,9667,89,5,13,8
3284929,9667,90,1,14,3
1987937,9667,91,2,9,1
2602061,9667,92,1,10,13
3029377,9667,93,4,9,3
514850,9667,94,1,8,4
1824907,9667,95,1,11,7
422377,9667,96,0,16,6
1127936,9667,97,1,9,1
923287,9667,98,1,10,0
1390685,9667,99,1,16,0
3046402,9667,100,4,11,3
1665775,9680,1,4,21,
747336,9680,2,5,18,8
240023,9680,3,4,17,6
3168451,9680,4,2,8,5
3394293,9680,5,1,12,13
2470293,9680,6,0,19,20
745434,9680,7,5,14,12
2840025,9680,8,3,17,19
1055388,9680,9,0,14,30
442178,9680,10,0,14,14
2489239,9680,11,0,14,7
1591102,9680,12,0,11,21
1038547,9680,13,5,13,19
425957,9680,14,3,11,19
250042,9680,15,5,12,9
2366049,9680,16,0,14,9
1411219,9680,17,4,14,18
403917,9680,18,1,10,25
2738483,9680,19,1,15,21
1885896,9680,20,1,9,7
2333005,9680,21,2,12,29
1702897,9680,22,2,17,21
2004605,9680,23,5,11,30
2022749,9846,1,2,9,
1665969,9846,2,2,12,7
1349548,9846,3,5,10,3
1724349,9846,4,2,10,25
769935,9846,5,2,15,0
2555340,9846,6,5,14,3
1164720,9846,7,4,9,6
336378,9846,8,4,17,30
1713913,9846,9,5,10,1
3175474,9916,1,0,15,
1856717,9916,2,1,12,30
1471941,9916,3,6,17,19
2461828,9916,4,1,9,9
3418559,9916,5,1,15,0
722178,9916,6,0,10,30
1874563,9916,7,0,3,30
2891253,9923,1,3,11,
3227003,9923,2,1,9,12
2029386,9923,3,4,11,17
1601326,9923,4,2,16,5
3395656,9923,5,1,12,6
2759355,9923,6,2,14,8
2437122,9923,7,1,9,30
1731994,9923,8,0,12,27
1199632,9923,9,1,13,30
1119644,9923,10,4,11,24
1480163,9931,1,2,19,
2837168,9931,2,6,14,11
1287429,9931,3,2,6,30
1358325,9931,4,3,19,30
302314,9931,5,5,17,16
2261442,9931,6,1,22,30
3175215,9931,7,0,5,6
208124,9931,8,5,20,5
2972707,9931,9,0,10,9
246990,9944,1,1,12,
996103,9944,2,0,14,30
369219,9944,3,0,13,14
2049695,9944,4,0,16,30
628608,9944,5,0,13,7
2910916,9963,1,4,12,
2841980,9963,2,5,15,29
3390945,9963,3,4,11,30
3140813,9963,4,5,15,30
3369824,10051,1,1,16,
2527005,10051,2,1,23,14
1659740,10051,3,1,21,30
547436,10051,4,3,10,2
2089071,10051,5,1,22,30
827502,10051,6,1,18,14
915954,10051,7,0,21,20
3110606,10051,8,1,20,15
1143866,10051,9,1,21,21
1204649,10051,10,1,15,30
1527439,10051,11,1,20,14
2443572,10051,12,1,12,14
1857100,10082,1,5,13,
1597412,10082,2,4,11,6
2101547,10082,3,1,22,18
219646,10082,4,1,10,14
214872,10082,5,6,4,5
2961063,10082,6,6,18,30
870806,10082,7,4,8,30
1382566,10082,8,4,5,7
3068070,10082,9,5,21,8
2561847,10082,10,4,18,30
1400375,10091,1,6,13,
154442,10091,2,3,18,4
821204,10091,3,4,23,8
3377673,10091,4,2,19,12
25199,10105,1,4,21,
236193,10105,2,0,14,3
3152255,10105,3,2,15,2
935555,10105,4,6,13,4
564507,10105,5,5,7,13
1801037,10105,6,1,11,3
19262,10105,7,6,9,12
2409360,10105,8,3,13,4
1589157,10105,9,5,10,2
1575524,10105,10,0,7,2
892386,10105,11,5,10,5
162474,10105,12,1,17,3
2012402,10105,13,3,18,2
2849454,10105,14,0,10,4
771678,10105,15,4,8,4
1610568,10105,16,5,12,30
1393589,10105,17,0,14,30
1734513,10105,18,4,13,30
2007127,10105,19,6,9,9
1098593,10105,20,6,10,14
2650033,10105,21,6,11,30
2540740,10105,22,5,18,6
2887743,10172,1,2,12,
1354073,10172,2,0,12,12
1534840,10172,3,5,12,5
2184485,10172,4,4,13,6
2314245,10172,5,5,13,8
2738808,10172,6,3,13,30
673532,10172,7,6,10,30
1903577,10172,8,6,8,7
1342902,10172,9,5,15,13
1318314,10172,10,4,17,6
2363811,10172,11,2,16,12
1515507,10172,12,0,15,12
446785,10172,13,6,7,6
2595116,10172,14,2,15,10
1839711,10172,15,0,15,5
329293,10172,16,2,11,16
2920194,10172,17,2,14,14
237552,10172,18,0,10,12
2474230,10172,19,0,15,7
168878,10172,20,2,16,30
1467428,10172,21,6,7,4
1415084,10172,22,2,12,17
2356601,10172,23,0,12,5
1736573,10172,24,4,15,4
2527359,10172,25,6,6,9
82243,10172,26,0,16,8
1832019,10172,27,0,7,7
2789826,10172,28,6,13,6
1423563,10172,29,0,13,8
1406669,10172,30,6,22,13
276046,10172,31,6,7,14
2376083,10172,32,0,8,8
1521280,10172,33,4,13,11
1259366,10231,1,1,13,
1850382,10231,2,5,23,4
2831153,10231,3,6,11,8
454789,10231,4,0,17,8
2806361,10231,5,6,20,6
1071883,10231,6,2,18,10
128892,10231,7,2,17,7
3175681,10231,8,3,18,8
2263630,10231,9,1,18,12
1300354,10231,10,3,18,9
2031324,10231,11,3,17,7
3267070,10264,1,0,7,
1822507,10264,2,0,9,28
2916501,10264,3,6,20,6
2080644,10264,4,0,14,8
2042808,10264,5,0,6,30
2493226,10264,6,4,15,18
2513501,10264,7,1,8,25
2641680,10264,8,3,7,9
1087199,10264,9,6,8,30
2848600,10270,1,1,14,
2743189,10270,2,0,9,27
1109115,10270,3,1,17,29
1543514,10270,4,3,11,16
2520976,10270,5,3,14,30
2204480,10270,6,1,10,26
1670003,10270,7,2,13,22
37972,10314,1,3,17,
2851825,10314,2,0,11,4
2354073,10314,3,0,13,7
3151080,10314,4,2,7,9
207321,10314,5,6,17,4
2665471,10314,6,6,17,21
1426643,10314,7,6,17,7
3194110,10314,8,0,21,15
23837,10314,9,6,11,27
25230,10314,10,1,19,9
2831235,10314,11,0,13,30
1998507,10314,12,0,20,21
3091171,10314,13,2,12,9
1703614,10314,14,1,7,27
830514,10314,15,0,8,6
30994,10333,1,3,13,
1761128,10333,2,3,12,7
432794,10333,3,4,12,22
1914311,10333,4,1,12,11
729140,10333,5,5,11,11
381620,10333,6,5,10,7
2509981,10333,7,5,11,21
1149760,10333,8,4,21,13
2845033,10333,9,3,11,20
733763,10333,10,5,10,23
2314627,10333,11,3,12,30
1487356,10333,12,2,9,6
3095891,10333,13,1,12,13
2306525,10333,14,1,9,7
1600070,10333,15,3,9,9
2613469,10333,16,3,10,14
311862,10333,17,5,11,23
2424550,10333,18,1,18,17
793065,10333,19,0,9,6
672764,10347,1,0,9,
2803607,10347,2,1,16,8
1644730,10347,3,0,8,20
3105415,10347,4,6,8,6
732877,10347,5,3,7,18
3144698,10347,6,1,10,19
2469993,10347,7,3,13,16
1327970,10347,8,1,15,19
1984024,10347,9,0,14,6
2224301,10347,10,3,16,30
2226437,10347,11,5,15,2
1483105,10347,12,6,9,15
2151028,10347,13,4,12,5
1986998,10347,14,5,11,8
1141456,10347,15,1,10,10
2515678,10347,16,2,5,29
2363428,10347,17,1,8,13
725390,10347,18,2,12,22
2238349,10354,1,1,13,
2726771,10354,2,3,13,2
771449,10354,3,1,11,26
1925483,10354,4,3,12,2
2379163,10354,5,6,11,3
2999120,10354,6,1,14,2
3109879,10354,7,6,10,5
3373495,10354,8,2,15,3
3142513,10371,1,0,10,
2674289,10371,2,5,9,5
1730194,10371,3,4,12,6
884027,10371,4,6,10,9
2992942,10392,1,0,19,
259093,10392,2,5,11,19
2041863,10392,3,0,9,23
945343,10392,4,3,12,3
872897,10397,1,2,19,
3059146,10397,2,1,13,13
2941091,10397,3,6,11,12
709464,10397,4,3,14,30
2135313,10397,5,3,10,7
1176892,10397,6,1,20,12
3373080,10397,7,6,18,19
1812717,10397,8,0,10,22
2701836,10397,9,3,13,3
1461876,10397,10,4,17,15
2917035,10397,11,0,11,10
167325,10397,12,4,21,11
479182,10397,13,0,10,17
701033,10397,14,0,19,14
862850,10397,15,4,22,11
1672250,10397,16,1,19,25
6319,10397,17,5,17,11
992741,10397,18,2,22,11
1258509,10397,19,5,19,10
2018278,10397,20,4,20,6
398934,10397,21,3,21,13
2494107,10397,22,5,19,9
2244077,10397,23,1,16,17
2206937,10397,24,2,18,8
1755335,10397,25,6,15,11
1041906,10500,1,0,16,
2038445,10500,2,0,14,30
3253894,10500,3,0,14,0
1676461,10500,4,6,11,27
2845527,10500,5,1,14,30
874910,10500,6,0,11,30
2666005,10500,7,0,11,30
1133995,10500,8,1,21,30
1835600,10564,1,3,13,
2295319,10564,2,3,22,30
1771089,10564,3,4,11,22
819301,10564,4,4,3,28
730761,10564,5,1,17,30
2529265,10564,6,5,14,11
2891297,10564,7,2,16,18
3025977,10605,1,0,19,
2277627,10605,2,2,15,2
3346819,10605,3,3,9,8
923824,10605,4,3,9,7
1605310,10605,5,6,9,3
770403,10605,6,2,9,3
2790600,10605,7,2,8,7
2088487,10605,8,1,11,6
3050990,10605,9,3,12,9
1601333,10605,10,1,8,5
3265467,10605,11,4,18,17
1278282,10605,12,2,14,5
922118,10605,13,1,6,6
1873825,10605,14,3,22,2
92798,10605,15,2,11,13
1307352,10605,16,2,11,7
2336634,10605,17,0,10,12
540204,10605,18,3,9,17
2357923,10605,19,2,12,13
277887,10605,20,1,9,6
414559,10605,21,0,23,6
3115896,10605,22,1,14,8
414602,10605,23,0,12,6
2884929,10605,24,4,12,4
1091660,10605,25,2,5,19
1828814,10605,26,1,14,30
708529,10605,27,1,13,30
681941,10612,1,4,15,
2715846,10612,2,3,17,13
3358297,10612,3,4,20,8
2249568,10612,4,3,0,20
1283018,10612,5,0,18,18
1598741,10612,6,1,17,22
3036326,10612,7,2,0,30
2026964,10612,8,0,14,12
3260286,10612,9,1,13,8
2693547,10612,10,1,14,21
3356832,10612,11,0,17,6
3154276,10612,12,3,14,17
1904394,10612,13,5,18,2
2787365,10612,14,0,13,16
650259,10652,1,0,0,
832327,10652,2,0,16,14
3126082,10652,3,6,8,6
2208263,10652,4,6,16,7
155460,10652,5,0,9,8
1028615,10652,6,0,21,21
3074939,10652,7,5,18,5
2616089,10652,8,5,13,7
892953,10652,9,0,20,16
37545,10652,10,6,11,6
2959566,10652,11,6,8,7
1214130,10652,12,0,11,8
1564063,10652,13,6,9,6
2601605,10652,14,1,9,9
2891722,10652,15,0,20,6
2236646,10652,16,1,8,15
1594144,10652,17,6,9,5
2652565,10652,18,0,9,8
3317957,10652,19,6,9,6
892324,10723,1,2,10,
2464384,10723,2,2,12,14
267405,10723,3,1,15,30
1633266,10723,4,1,13,30
2449583,10760,1,4,10,
3104068,10760,2,4,8,7
1850193,10760,3,6,10,9
1750169,10760,4,3,21,4
477618,10760,5,4,10,8
2507046,10760,6,0,9,10
2941432,10760,7,4,13,4
2405819,10760,8,4,9,7
2482360,10760,9,2,9,5
1933208,10760,10,2,12,7
1651079,10760,11,1,18,6
3383416,10760,12,5,12,30
269277,10760,13,3,8,5
1367380,10760,14,3,12,7
836086,10760,15,2,8,13
2732628,10760,16,0,15,5
969124,10760,17,1,15,8
2701303,10760,18,2,9,8
996822,10760,19,4,12,9
1013375,10760,20,2,10,12
3395813,10760,21,4,12,16
2508795,10760,22,0,11,3
2678101,10760,23,5,11,5
469120,10760,24,6,9,8
900071,10760,25,2,9,3
828594,10760,26,0,9,5
347417,10760,27,5,8,5
1226279,10760,28,6,22,8
1521156,10760,29,5,13,6
1177798,10760,30,0,8,2
962309,10760,31,4,14,4
120027,10760,32,5,19,8
3205118,10760,33,1,17,3
3276282,10760,34,4,9,10
2156991,10760,35,6,9,2
1127026,10760,36,5,11,13
2071878,10760,37,4,12,13
728521,10760,38,3,19,6
262674,10760,39,0,14,4
3053355,10760,40,5,14,5
440993,10760,41,4,8,13
1927868,10760,42,6,19,2
2182661,10760,43,4,14,5
1425091,10760,44,1,12,4
3234084,10760,45,3,21,9
2702661,10760,46,1,15,26
1281058,10760,47,2,19,1
520760,10760,48,4,19,9
1470692,10783,1,4,13,
2634909,10783,2,2,10,5
2930149,10783,3,2,10,0
3269921,10783,4,2,14,21
6423,10783,5,4,10,2
2291291,10783,6,2,13,5
2421691,10783,7,2,14,14
2597225,10783,8,4,11,23
1651043,10783,9,1,15,4
1678786,10783,10,3,22,9
1156402,10783,11,2,18,6
1889999,10783,12,4,15,2
3084333,10783,13,4,15,14
1835553,10783,14,1,15,11
1821133,10783,15,3,21,9
975775,10783,16,2,16,6
3246850,10783,17,4,11,2
2452296,10783,18,4,11,7
1248370,10783,19,4,14,7
2503841,10783,20,3,19,27
2364773,10783,21,4,12,1
1157389,10783,22,4,12,14
2438345,10783,23,4,13,14
34991,10783,24,2,15,19
700743,10783,25,3,21,8
2938676,10783,26,2,5,13
1104013,10783,27,1,12,20
3347248,10783,28,1,12,7
680419,10783,29,2,14,8
1097029,10783,30,2,14,21
571649,10783,31,1,15,6
1959133,10783,32,2,20,1
1019533,10783,33,5,7,10
1420761,10783,34,2,15,11
1797937,10783,35,1,13,6
417828,10783,36,2,13,1
3056316,10783,37,3,17,15
2063360,10783,38,3,10,7
2987719,10783,39,4,23,1
2354539,10783,40,4,12,7
3282482,10889,1,0,19,
1352196,10889,2,5,8,12
581370,10889,3,0,9,16
507423,10889,4,0,18,7
1533046,10889,5,3,6,10
135126,10889,6,6,16,17
1545696,10889,7,6,18,7
3099708,10889,8,1,16,9
1475921,10889,9,5,15,18
903191,10889,10,5,18,14
2228665,10889,11,5,15,7
1169468,10889,12,5,18,0
1273103,10889,13,3,15,12
1666491,10889,14,4,18,8
121069,10889,15,3,18,6
1538428,10889,16,6,19,10
1729484,10889,17,0,8,15
3289516,10889,18,6,18,6
2911816,10889,19,4,19,5
2584752,10889,20,3,15,13
3204420,10889,21,1,19,5
2963555,10889,22,6,17,12
2769371,10889,23,6,22,21
3104856,10889,24,5,7,30
731344,10889,25,3,20,5
1326931,10889,26,0,10,11
